Batch,201806028 clumped OmanSval KDB ABJ,Collected on,2018/06/28 18:02:35,Analysis Instrument,PS019,Acquisition Software,,Stable 1.69.5,Reanalyzed  on,2018/06/28 19:02:38,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.69.5

Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Ref Major,Sam Major,Sample,Sample,Sample,Sample,Sample,Ref,Ref,Ref,Ref,Ref,Raw,Raw,Raw,Raw,Raw,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,DELTA,DELTA,
Dir   ,Name   ,File   ,Name   ,  ,  ,Started   ,Collected   ,Weight   ,Location   ,Sam Beam   ,Yield   ,Status   ,Pressure   ,  ,Chops   ,  ,  ,Operations   ,Ref Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Factor  ,End   ,%  ,  ,  ,Pressure   ,Mass   ,Length    ,Offset   ,Beams (0) ,Beams (1) ,Beams (2) ,Beams (3) ,Beams (4) ,Beams (5) ,Depletion   ,Depletion   ,Temperature   ,Signal(44),Signal(44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Delta(45/44),Delta(46/44),Delta(47/44),Delta(48/44),Delta(49/44),wrt PDB,Err,,,wrt PDB,Err,,,47,48,49,

C:\Nu Stable\Results\2018\201806028 clumped OmanSval KDB ABJ,201806028 clumped OmanSval KDB ABJ,Data_6149 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/28 18:02:35,2018/06/28 18:02:35,464,1,1.2402e-07,2.672842E-10,CF,30.243,3.718e-02,1,3.8027e-02,15008, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9823e-08,1.0639e-07,5.7936e-08,5.8160e-08,5.8145e-08,5.8112e-08,0.96,2018/06/28 18:01:54,0.06,6440,8447,3.7181e-02,46.015,20,0.000,-1.0530e-13,-5.4489e-14,-5.7478e-14,-1.2335e-14,1.4688e-13,6.9603e-12,17.00,17.00,70.40,4.07347e-08,4.12165e-08,1.19990e-02,4.2404e-03,4.9591e-05,4.7433e-06,6.4931e-08,1.1941e-02,4.1875e-03,4.8759e-05,4.6268e-06,6.7067e-08,4.8355,12.6320,17.0611,25.1733,-31.5994,1.8198,0.001,0,60,6.6604,0.002,0,60,-0.4080,-0.2441,-60.0537,
C:\Nu Stable\Results\2018\201806028 clumped OmanSval KDB ABJ,201806028 clumped OmanSval KDB ABJ,Data_6150 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/28 18:02:35,2018/06/28 19:25:44,462,2,1.2679e-07,2.744417E-10,CF,30.487,3.555e-02,1,3.7181e-02,15008, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9273e-08,1.0587e-07,5.9277e-08,5.9500e-08,5.9475e-08,5.9396e-08,0.96,2018/06/28 19:25:03,0.13,6270,8446,3.5546e-02,46.015,20,0.000,-1.0511e-13,-5.4451e-14,-5.7468e-14,-8.5992e-15,1.5576e-13,7.7730e-12,17.00,18.00,70.25,4.15251e-08,4.20466e-08,1.18595e-02,4.1685e-03,4.8162e-05,4.5838e-06,6.1952e-08,1.1941e-02,4.1874e-03,4.8759e-05,4.6258e-06,6.5867e-08,-6.8439,-4.5052,-12.2465,-9.0792,-59.7334,-10.0171,0.001,0,60,-10.3684,0.002,0,60,-0.8006,-0.0900,-44.3913,
C:\Nu Stable\Results\2018\201806028 clumped OmanSval KDB ABJ,201806028 clumped OmanSval KDB ABJ,Data_6151 88WI 68B.txt,88WI 68B,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/28 18:02:35,2018/06/28 20:46:40,707,3,9.7708e-08,1.382015E-10,CF,24.750,3.635e-02,0,3.6354e-02,14976, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8655e-08,1.0654e-07,9.3808e-08,9.5198e-08,9.5153e-08,9.5007e-08,0.96,2018/06/28 20:46:00,0.15,4573,8443,3.6354e-02,46.017,20,0.000,-1.0498e-13,-5.4456e-14,-5.7399e-14,-7.5477e-15,1.5793e-13,7.9331e-12,27.00,28.00,69.80,4.91331e-08,5.07877e-08,1.20290e-02,4.2158e-03,4.9429e-05,4.6902e-06,6.3591e-08,1.1941e-02,4.1874e-03,4.8762e-05,4.6280e-06,6.5477e-08,7.3346,6.7690,13.6645,13.4552,-28.4393,4.6819,0.001,0,60,0.8202,0.003,0,60,-0.5973,-0.1267,-48.6671,
C:\Nu Stable\Results\2018\201806028 clumped OmanSval KDB ABJ,201806028 clumped OmanSval KDB ABJ,Data_6152 88FL 100.txt,88FL 100,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/28 18:02:35,2018/06/28 22:07:44,713,4,1.0144e-07,1.422692E-10,CF,25.604,3.555e-02,0,3.7181e-02,15008, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8137e-08,1.0603e-07,9.7387e-08,9.8707e-08,9.8678e-08,9.8515e-08,0.96,2018/06/28 22:07:03,0.16,4415,8448,3.5546e-02,46.015,20,0.000,-1.0476e-13,-5.4316e-14,-5.7288e-14,-7.0757e-15,1.5963e-13,7.9680e-12,27.00,28.00,70.30,5.05790e-08,5.23699e-08,1.19972e-02,4.2118e-03,4.9248e-05,4.6787e-06,6.0333e-08,1.1941e-02,4.1875e-03,4.8760e-05,4.6259e-06,6.2178e-08,4.6691,5.8074,9.9988,11.4171,-29.3507,1.8783,0.001,0,60,-0.1308,0.003,0,60,-0.5498,-0.2288,-45.0858,
C:\Nu Stable\Results\2018\201806028 clumped OmanSval KDB ABJ,201806028 clumped OmanSval KDB ABJ,Data_6153 88WI 68B.txt,88WI 68B,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/28 18:02:35,2018/06/28 23:28:39,697,5,9.5701e-08,1.373044E-10,CF,24.994,3.555e-02,0,3.8891e-02,15040, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7462e-08,1.0599e-07,9.1912e-08,9.3214e-08,9.3113e-08,9.3055e-08,0.96,2018/06/28 23:27:59,0.06,4532,8444,3.5546e-02,46.017,20,0.000,-1.0467e-13,-5.4283e-14,-5.7268e-14,-6.9648e-15,1.5909e-13,7.9599e-12,27.00,28.00,70.30,4.83237e-08,4.98569e-08,1.20293e-02,4.2159e-03,4.9430e-05,4.6877e-06,6.1169e-08,1.1941e-02,4.1874e-03,4.8760e-05,4.6257e-06,6.3103e-08,7.3543,6.7861,13.7377,13.3966,-30.1020,4.7022,0.001,0,60,0.8372,0.003,0,60,-0.5620,-0.2186,-50.3468,
C:\Nu Stable\Results\2018\201806028 clumped OmanSval KDB ABJ,201806028 clumped OmanSval KDB ABJ,Data_6154 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/28 18:02:35,2018/06/29 00:51:59,435,6,1.1916e-07,2.739234E-10,CF,29.419,3.555e-02,1,3.8027e-02,15072, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6874e-08,1.0604e-07,5.5796e-08,5.6068e-08,5.6060e-08,5.5953e-08,0.96,2018/06/29 00:51:19,0.19,6240,8446,3.5546e-02,46.015,20,0.000,-1.0475e-13,-5.4302e-14,-5.7290e-14,-7.7981e-15,1.5709e-13,7.8356e-12,17.00,17.00,70.30,3.94026e-08,3.98064e-08,1.20023e-02,4.2385e-03,4.9565e-05,4.7368e-06,6.1733e-08,1.1941e-02,4.1875e-03,4.8760e-05,4.6253e-06,6.3641e-08,5.1344,12.1779,16.5138,24.1075,-29.4559,2.1536,0.001,0,60,6.2078,0.002,0,60,-0.8110,-0.3872,-57.4396,
C:\Nu Stable\Results\2018\201806028 clumped OmanSval KDB ABJ,201806028 clumped OmanSval KDB ABJ,Data_6155 ETH-04.txt,ETH-04,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/28 18:02:35,2018/06/29 02:15:12,472,7,1.3345e-07,2.827249E-10,CF,32.654,3.635e-02,1,3.8027e-02,15008, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6336e-08,1.0600e-07,6.2263e-08,6.2493e-08,6.2447e-08,6.2341e-08,0.96,2018/06/29 02:14:32,0.17,5735,8446,3.6354e-02,46.017,20,0.000,-1.0484e-13,-5.4359e-14,-5.7297e-14,-7.5013e-15,1.5793e-13,7.8714e-12,17.00,18.00,70.30,4.33883e-08,4.39952e-08,1.18589e-02,4.1684e-03,4.8167e-05,4.5837e-06,6.0365e-08,1.1941e-02,4.1873e-03,4.8755e-05,4.6260e-06,6.4322e-08,-6.8750,-4.5148,-12.0502,-9.1568,-61.2088,-10.0499,0.001,0,60,-10.3779,0.003,0,60,-0.5603,-0.1491,-45.8412,
C:\Nu Stable\Results\2018\201806028 clumped OmanSval KDB ABJ,201806028 clumped OmanSval KDB ABJ,Data_6156 88KL 100.txt,88KL 100,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2018/06/28 18:02:35,2018/06/29 03:36:03,813,8,1.0523e-07,1.294294E-10,CF,26.886,3.635e-02,0,3.8891e-02,15040, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5777e-08,1.0608e-07,1.0100e-07,1.0191e-07,1.0185e-07,1.0165e-07,0.96,2018/06/29 03:35:23,0.20,4137,8444,3.6354e-02,46.017,20,0.000,-1.0484e-13,-5.4455e-14,-5.7297e-14,-6.7717e-15,1.5963e-13,8.0091e-12,28.00,28.00,70.30,5.18720e-08,5.38148e-08,1.19973e-02,4.2117e-03,4.9244e-05,4.6801e-06,5.7508e-08,1.1941e-02,4.1875e-03,4.8758e-05,4.6276e-06,5.9218e-08,4.6766,5.7913,9.9694,11.3232,-28.8539,1.8868,0.001,0,60,-0.1469,0.003,0,60,-0.5708,-0.2896,-44.5747,
