Batch,20230214 clumped Oman Thule 2 ABJ KDB,Collected on,2023/02/14 17:55:32,Analysis Instrument,PS019,Acquisition Software,,Stable 1.71.5,Reanalyzed  on,2023/02/14 18:54:41,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5

Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Ref Major,Sam Major,Sample,Sample,Sample,Sample,Sample,Ref,Ref,Ref,Ref,Ref,Raw,Raw,Raw,Raw,Raw,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,DELTA,DELTA,
Dir   ,Name   ,File   ,Name   ,  ,  ,Started   ,Collected   ,Weight   ,Location   ,Sam Beam   ,Yield   ,Status   ,Pressure   ,  ,Chops   ,  ,  ,Operations   ,Ref Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Factor  ,End   ,%  ,  ,  ,Pressure   ,Mass   ,Length    ,Offset   ,Beams (0) ,Beams (1) ,Beams (2) ,Beams (3) ,Beams (4) ,Beams (5) ,Depletion   ,Depletion   ,Temperature   ,Signal(44),Signal(44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Delta(45/44),Delta(46/44),Delta(47/44),Delta(48/44),Delta(49/44),wrt PDB,Err,,,wrt PDB,Err,,,47,48,49,

C:\Nu Stable\Results\2023\20230214 clumped Oman Thule 2 ABJ KDB,20230214 clumped Oman Thule 2 ABJ KDB,Data_19323 ETH-1.txt,ETH-1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/02/14 17:55:32,2023/02/14 17:55:32,488,1,1.7102e-07,3.504433E-10,CF,26.611,4.451e-02,1,4.5521e-02,15264, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0030e-08,1.0655e-07,7.1877e-08,7.2585e-08,7.2522e-08,7.2397e-08,0.96,2023/02/14 17:54:47,0.17,5718,8448,4.4509e-02,46.056,20,0.000,-2.6714e-13,-1.2679e-13,-1.3603e-13,-7.7673e-14,2.0635e-14,3.6594e-12,24.00,24.00,70.83,4.42612e-08,4.30993e-08,1.20379e-02,4.2589e-03,4.9775e-05,4.7511e-06,6.3078e-08,1.1981e-02,4.2118e-03,4.9028e-05,4.6478e-06,6.0041e-08,4.7059,11.1683,15.2376,22.2297,51.9476,1.7323,0.0012,0,60,5.2040,0.0028,0,60,-0.6458,-0.2265,24.0888,
C:\Nu Stable\Results\2023\20230214 clumped Oman Thule 2 ABJ KDB,20230214 clumped Oman Thule 2 ABJ KDB,Data_19324 ETH-2.txt,ETH-2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/02/14 17:55:32,2023/02/14 19:17:47,440,2,1.4842e-07,3.373164E-10,CF,22.980,4.451e-02,1,3.9776e-02,15200, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9055e-08,1.0638e-07,6.1635e-08,6.1912e-08,6.1874e-08,6.1722e-08,0.96,2023/02/14 19:17:01,0.25,6247,8448,4.4509e-02,46.051,20,0.000,-2.6555e-13,-1.2605e-13,-1.3526e-13,-7.6012e-14,2.4712e-14,3.9151e-12,23.00,23.00,71.13,3.85327e-08,3.74550e-08,1.18955e-02,4.1890e-03,4.8393e-05,4.6064e-06,7.6279e-08,1.1981e-02,4.2117e-03,4.9043e-05,4.6563e-06,7.5691e-08,-7.1379,-5.3916,-13.2552,-10.6936,4.9705,-10.2992,0.0012,0,60,-11.2499,0.0017,0,60,-0.6406,0.0611,23.4819,
C:\Nu Stable\Results\2023\20230214 clumped Oman Thule 2 ABJ KDB,20230214 clumped Oman Thule 2 ABJ KDB,Data_19325 ETH-3.txt,ETH-3,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/02/14 17:55:32,2023/02/14 20:39:46,441,3,1.4540e-07,3.296961E-10,CF,22.430,4.451e-02,1,4.2552e-02,15232, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8306e-08,1.0615e-07,6.0366e-08,6.0640e-08,6.0603e-08,6.0465e-08,0.96,2023/02/14 20:39:00,0.23,6250,8448,4.4509e-02,46.051,20,0.000,-2.6327e-13,-1.2485e-13,-1.3393e-13,-7.4074e-14,2.6053e-14,4.0126e-12,23.00,23.00,71.13,3.78308e-08,3.68173e-08,1.20341e-02,4.2609e-03,4.9794e-05,4.7411e-06,3.4022e-08,1.1981e-02,4.2117e-03,4.9017e-05,4.6327e-06,3.2736e-08,4.4433,11.6782,15.8456,23.3963,43.6794,1.4353,0.0013,0,60,5.7120,0.0031,0,60,-0.2741,-0.0941,15.3148,
C:\Nu Stable\Results\2023\20230214 clumped Oman Thule 2 ABJ KDB,20230214 clumped Oman Thule 2 ABJ KDB,Data_19326 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/02/14 17:55:32,2023/02/14 22:01:42,450,4,1.5078e-07,3.350663E-10,CF,23.376,4.352e-02,1,4.3519e-02,15200, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7583e-08,1.0647e-07,6.2749e-08,6.3199e-08,6.3170e-08,6.3034e-08,0.96,2023/02/14 22:00:57,0.22,6024,8448,4.3519e-02,46.056,20,0.000,-2.6407e-13,-1.2529e-13,-1.3439e-13,-7.4372e-14,2.6643e-14,4.0761e-12,23.00,23.00,71.13,3.92389e-08,3.81236e-08,1.19229e-02,4.2297e-03,4.8976e-05,4.6844e-06,5.2826e-08,1.1981e-02,4.2118e-03,4.9029e-05,4.6449e-06,5.2121e-08,-4.8738,4.2586,-1.0844,8.4996,14.0660,-8.2244,0.0011,0,60,-1.6513,0.0021,0,60,-0.2324,-0.0356,10.8613,
C:\Nu Stable\Results\2023\20230214 clumped Oman Thule 2 ABJ KDB,20230214 clumped Oman Thule 2 ABJ KDB,Data_19327 IAEA-C1.txt,IAEA-C1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/02/14 17:55:32,2023/02/14 23:23:28,499,5,1.7536e-07,3.514316E-10,CF,26.886,4.451e-02,1,4.3519e-02,15232, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6886e-08,1.0592e-07,7.3692e-08,7.4247e-08,7.4206e-08,7.4019e-08,0.96,2023/02/14 23:22:43,0.25,5361,8446,4.4509e-02,46.056,20,0.000,-2.6371e-13,-1.2495e-13,-1.3403e-13,-7.2972e-14,2.8414e-14,4.1816e-12,24.00,24.00,71.13,4.52087e-08,4.39632e-08,1.20427e-02,4.2584e-03,4.9779e-05,4.7335e-06,3.4341e-08,1.1982e-02,4.2118e-03,4.9014e-05,4.6318e-06,3.3182e-08,5.0927,11.0651,15.6069,21.9505,34.0666,2.1475,0.0017,0,60,5.1004,0.0032,0,60,-0.5784,-0.2955,6.4714,
C:\Nu Stable\Results\2023\20230214 clumped Oman Thule 2 ABJ KDB,20230214 clumped Oman Thule 2 ABJ KDB,Data_19328 ST1_277_A.txt,ST1_277_A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/02/14 17:55:32,2023/02/15 00:45:16,429,6,1.4797e-07,3.449238E-10,CF,22.980,4.352e-02,1,4.2552e-02,15232, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6089e-08,1.0657e-07,6.1571e-08,6.2070e-08,6.2024e-08,6.1893e-08,0.96,2023/02/15 00:44:31,0.21,5937,8446,4.3519e-02,46.051,20,0.000,-2.6491e-13,-1.2558e-13,-1.3484e-13,-7.4297e-14,2.6929e-14,4.0376e-12,23.00,23.00,71.13,3.85766e-08,3.73549e-08,1.20596e-02,4.2832e-03,5.0159e-05,4.7967e-06,5.6542e-08,1.1981e-02,4.2120e-03,4.9034e-05,4.6443e-06,5.5317e-08,6.5250,16.8790,22.9384,32.8162,21.5045,3.4716,0.0776,0,60,10.8831,0.1720,0,60,-0.4948,-1.1692,-17.8748,
C:\Nu Stable\Results\2023\20230214 clumped Oman Thule 2 ABJ KDB,20230214 clumped Oman Thule 2 ABJ KDB,Data_19329 KDW_51_0_A.txt,KDW_51_0_A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/02/14 17:55:32,2023/02/15 02:07:01,442,7,1.5073e-07,3.410124E-10,CF,23.590,4.762e-02,1,4.3519e-02,15264, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5383e-08,1.0596e-07,6.2693e-08,6.3237e-08,6.3192e-08,6.3060e-08,0.96,2023/02/15 02:06:15,0.21,5785,8446,4.7615e-02,46.051,20,0.000,-2.6427e-13,-1.2541e-13,-1.3440e-13,-7.4079e-14,2.7698e-14,4.1011e-12,23.00,23.00,71.13,3.92603e-08,3.81411e-08,1.20490e-02,4.2615e-03,4.9861e-05,4.7484e-06,3.8174e-08,1.1981e-02,4.2118e-03,4.9019e-05,4.6386e-06,3.6385e-08,5.6652,11.8117,17.1688,23.6708,55.4763,2.7311,0.0014,0,60,5.8422,0.0030,0,60,-0.3551,-0.0900,25.1988,
C:\Nu Stable\Results\2023\20230214 clumped Oman Thule 2 ABJ KDB,20230214 clumped Oman Thule 2 ABJ KDB,Data_19330 KDW2_130_2A_A.txt,KDW2_130_2A_A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/02/14 17:55:32,2023/02/15 03:29:22,417,8,9.1916e-08,2.204216E-10,CF,14.526,4.656e-02,0,4.5521e-02,15296, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.4721e-08,1.0610e-07,8.8213e-08,8.4301e-08,8.4220e-08,8.3890e-08,0.96,2023/02/15 03:28:36,0.39,4812,8450,4.6556e-02,46.051,20,0.000,-2.6442e-13,-1.2556e-13,-1.3463e-13,-7.3019e-14,3.0398e-14,4.3398e-12,35.00,34.00,71.13,3.80501e-08,3.56399e-08,1.20023e-02,4.2505e-03,4.9573e-05,4.7509e-06,9.4773e-08,1.1980e-02,4.2111e-03,4.9040e-05,4.6616e-06,8.7549e-08,1.8510,9.3552,10.8471,19.1757,71.1620,-1.2435,0.0025,0,60,3.4059,0.0067,0,60,-0.2814,0.3709,49.6564,
