Batch,20231030 clumped Oman 3 CH,Collected on,2023/10/30 19:46:37,Analysis Instrument,PS019,Acquisition Software,,Stable 1.71.5,Reanalyzed  on,2023/10/30 20:45:54,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5

Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Ref Major,Sam Major,Sample,Sample,Sample,Sample,Sample,Ref,Ref,Ref,Ref,Ref,Raw,Raw,Raw,Raw,Raw,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,DELTA,DELTA,
Dir   ,Name   ,File   ,Name   ,  ,  ,Started   ,Collected   ,Weight   ,Location   ,Sam Beam   ,Yield   ,Status   ,Pressure   ,  ,Chops   ,  ,  ,Operations   ,Ref Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Factor  ,End   ,%  ,  ,  ,Pressure   ,Mass   ,Length    ,Offset   ,Beams (0) ,Beams (1) ,Beams (2) ,Beams (3) ,Beams (4) ,Beams (5) ,Depletion   ,Depletion   ,Temperature   ,Signal(44),Signal(44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Delta(45/44),Delta(46/44),Delta(47/44),Delta(48/44),Delta(49/44),wrt PDB,Err,,,wrt PDB,Err,,,47,48,49,

C:\Nu Stable\Results\2023\20231030 clumped Oman 3 CH,20231030 clumped Oman 3 CH,Data_20760 ETH-01.txt,ETH-01,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/10/30 19:46:37,2023/10/30 19:46:37,440,1,2.5011e-07,5.684244E-10,CF,21.545,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0246e-08,1.5000e-07,9.4180e-08,9.4368e-08,9.4301e-08,9.4118e-08,0.96,2023/10/30 19:45:51,0.19,4775,8446,1.0000e-03,46.024,20,0.000,2.2264e-15,3.6485e-15,6.2102e-16,7.3863e-14,4.3931e-13,1.7888e-11,24.00,26.00,64.15,5.22612e-08,5.28888e-08,1.19176e-02,4.2122e-03,4.9067e-05,4.5010e-06,7.1718e-08,1.1863e-02,4.1658e-03,4.8330e-05,4.4034e-06,6.9761e-08,4.6207,11.1501,15.2329,22.1570,27.6769,1.6423,0.0011,0,60,5.1861,0.0028,0,60,-0.5454,-0.2616,0.5861,
C:\Nu Stable\Results\2023\20231030 clumped Oman 3 CH,20231030 clumped Oman 3 CH,Data_20761 ETH-02.txt,ETH-02,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/10/30 19:46:37,2023/10/30 21:49:17,455,2,2.5015e-07,5.497884E-10,CF,22.339,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9684e-08,1.5000e-07,9.7168e-08,9.7512e-08,9.7417e-08,9.7239e-08,0.96,2023/10/30 21:48:32,0.18,4620,8444,1.0000e-03,46.021,20,0.000,2.2495e-15,3.6793e-15,6.0189e-16,7.5921e-14,4.4543e-13,1.8384e-11,25.00,27.00,64.15,5.35783e-08,5.41811e-08,1.17767e-02,4.1431e-03,4.7690e-05,4.3566e-06,6.8959e-08,1.1863e-02,4.1656e-03,4.8334e-05,4.4044e-06,6.9412e-08,-7.2662,-5.4051,-13.3040,-10.8757,-6.6670,-10.4353,0.0028,0,60,-11.2631,0.0047,0,60,-0.5434,-0.0957,11.7963,
C:\Nu Stable\Results\2023\20231030 clumped Oman 3 CH,20231030 clumped Oman 3 CH,Data_20762 ETH-03.txt,ETH-03,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/10/30 19:46:37,2023/10/30 23:10:24,477,3,2.5017e-07,5.244603E-10,CF,22.308,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9574e-08,1.5000e-07,9.7997e-08,9.8264e-08,9.8178e-08,9.7951e-08,0.96,2023/10/30 23:09:38,0.23,4535,8446,1.0000e-03,46.019,20,0.000,2.2484e-15,3.7229e-15,7.0757e-16,7.9678e-14,4.5465e-13,1.9165e-11,24.00,26.00,64.15,5.38054e-08,5.43354e-08,1.19154e-02,4.2150e-03,4.9118e-05,4.5101e-06,7.1657e-08,1.1863e-02,4.1661e-03,4.8347e-05,4.4073e-06,6.9558e-08,4.3961,11.7442,15.9643,23.3138,29.7311,1.3828,0.0243,0,60,5.7778,0.0459,0,60,-0.1731,-0.3048,1.6761,
C:\Nu Stable\Results\2023\20231030 clumped Oman 3 CH,20231030 clumped Oman 3 CH,Data_20763 IAEA-C2.txt,IAEA-C2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/10/30 19:46:37,2023/10/31 01:14:08,444,4,2.5017e-07,5.634422E-10,CF,20.996,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8191e-08,1.5000e-07,9.2562e-08,9.2833e-08,9.2742e-08,9.2585e-08,0.96,2023/10/31 01:13:23,0.17,4629,8446,1.0000e-03,46.021,20,0.000,2.3223e-15,3.6530e-15,6.1047e-16,7.5699e-14,4.4485e-13,1.8295e-11,24.00,26.00,64.15,5.14904e-08,5.19696e-08,1.18040e-02,4.1835e-03,4.8285e-05,4.4425e-06,6.9057e-08,1.1863e-02,4.1657e-03,4.8336e-05,4.4053e-06,6.8058e-08,-4.9533,4.2602,-1.0526,8.4500,14.4432,-8.3090,0.0010,0,60,-1.6495,0.0020,0,60,-0.1198,-0.0879,11.3204,
C:\Nu Stable\Results\2023\20231030 clumped Oman 3 CH,20231030 clumped Oman 3 CH,Data_20764 IAEA-C1.txt,IAEA-C1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/10/30 19:46:37,2023/10/31 02:34:59,494,5,2.5018e-07,5.064367E-10,CF,27.374,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7844e-08,1.5000e-07,1.2230e-07,1.2237e-07,1.2223e-07,1.2195e-07,0.96,2023/10/31 02:34:14,0.23,3835,8446,1.0000e-03,46.021,20,0.000,2.3031e-15,3.7399e-15,7.2974e-16,8.1686e-14,4.5857e-13,1.9566e-11,26.00,28.00,64.15,6.40595e-08,6.49653e-08,1.19226e-02,4.2111e-03,4.9086e-05,4.5020e-06,6.9955e-08,1.1863e-02,4.1649e-03,4.8329e-05,4.4049e-06,6.8403e-08,5.0199,11.0188,15.6650,22.0306,22.6722,2.0717,0.0026,0,60,5.0546,0.0618,0,60,-0.4014,-0.1250,-4.4515,
C:\Nu Stable\Results\2023\20231030 clumped Oman 3 CH,20231030 clumped Oman 3 CH,Data_20765 MDS 211.5.txt,MDS 211.5,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/10/30 19:46:37,2023/10/31 04:37:34,439,6,2.5021e-07,5.699521E-10,CF,20.874,1.000e-03,1,1.0000e-03,6272, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6395e-08,1.5000e-07,8.8245e-08,8.8450e-08,8.8388e-08,8.8218e-08,0.96,2023/10/31 04:36:48,0.19,4622,8446,1.0000e-03,46.019,20,0.000,2.2638e-15,3.6487e-15,5.6237e-16,7.5173e-14,4.4310e-13,1.8191e-11,24.00,26.00,64.15,4.95113e-08,5.00038e-08,1.18084e-02,4.1876e-03,4.8346e-05,4.4520e-06,7.0116e-08,1.1863e-02,4.1658e-03,4.8340e-05,4.4064e-06,6.9576e-08,-4.5711,5.2424,0.1196,10.3376,7.4917,-7.9362,0.0011,0,60,-0.6729,0.0023,0,60,-0.3049,-0.1729,2.0514,
C:\Nu Stable\Results\2023\20231030 clumped Oman 3 CH,20231030 clumped Oman 3 CH,Data_20766 MDS 5.0.txt,MDS 5.0,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/10/30 19:46:37,2023/10/31 05:58:42,444,7,2.5026e-07,5.636493E-10,CF,20.843,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6075e-08,1.5000e-07,9.0344e-08,9.0451e-08,9.0359e-08,9.0174e-08,0.96,2023/10/31 05:57:56,0.21,4493,8446,1.0000e-03,46.019,20,0.000,2.2781e-15,3.7352e-15,6.6447e-16,7.8220e-14,4.5058e-13,1.8868e-11,24.00,26.00,64.15,5.03475e-08,5.08146e-08,1.17839e-02,4.1848e-03,4.8205e-05,4.4445e-06,7.0157e-08,1.1863e-02,4.1657e-03,4.8337e-05,4.4047e-06,6.9267e-08,-6.6337,4.5651,-2.7242,9.0219,12.6209,-10.1080,0.0008,0,60,-1.3424,0.0016,0,60,-0.3512,-0.1281,10.7163,
C:\Nu Stable\Results\2023\20231030 clumped Oman 3 CH,20231030 clumped Oman 3 CH,Data_20767 MDS 220.5.txt,MDS 220.5,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2023/10/30 19:46:37,2023/10/31 07:19:42,482,8,2.5029e-07,5.192812E-10,CF,21.362,1.000e-03,1,1.0000e-03,6304, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5439e-08,1.5000e-07,9.2027e-08,9.2059e-08,9.1970e-08,9.1783e-08,0.96,2023/10/31 07:18:57,0.20,4373,8444,1.0000e-03,46.019,20,0.000,2.2804e-15,3.7285e-15,6.9130e-16,7.8793e-14,4.5093e-13,1.8960e-11,24.00,26.00,64.15,5.11150e-08,5.17225e-08,1.18291e-02,4.1903e-03,4.8458e-05,4.4565e-06,7.0296e-08,1.1863e-02,4.1658e-03,4.8338e-05,4.4051e-06,6.9278e-08,-2.8232,5.8805,2.4970,11.6607,14.3782,-6.0980,0.0010,0,60,-0.0417,0.0021,0,60,-0.3632,-0.1333,5.7638,
